plate	position	score	well	wellAnno	finalWellAnno	raw_r1_ch1	raw_r2_ch1	raw_r3_ch1	median_ch1	average_ch1	raw/PlateMedian_r1_ch1	raw/PlateMedian_r2_ch1	raw/PlateMedian_r3_ch1	normalized_r1_ch1	normalized_r2_ch1	normalized_r3_ch1	GeneID	Entrez_gene_ID
2	87	-0.17	D15	sample	sample	476410	408310	368670	408310	417796.666666667	0.976	0.954	1.01	-0.036	-0.068	0.019	SERINC1	57515
2	65	-0.18	C17	sample	sample	476090	419850	351050	419850	415663.333333333	0.975	0.981	0.965	-0.037	-0.027	-0.052	NT5C2	22978
1	269	-0.18	L05	sample	sample	288410	236250	256420	256420	260360	1.13	0.823	0.972	0.171	-0.281	-0.041	SLC38A7	55238
2	230	-0.18	J14	sample	sample	487960	417080	340690	417080	415243.333333333	0.999	0.975	0.936	-0.001	-0.037	-0.095	NME4	4833
2	228	-0.19	J12	sample	sample	477750	376300	353180	376300	402410	0.978	0.879	0.971	-0.032	-0.185	-0.043	ITGB3BP	23421
2	263	-0.2	K23	sicon2	sicon2	473830	415900	416480	416480	435403.333333333	0.97	0.972	1.14	-0.043	-0.041	0.195	NA	NA
2	67	-0.21	C19	sample	sample	469940	415180	382590	415180	422570	0.962	0.97	1.05	-0.055	-0.043	0.072	PAICS	10606
2	213	-0.22	I21	sample	sample	447880	419270	351290	419270	406146.666666667	0.917	0.98	0.965	-0.125	-0.029	-0.051	GCLM	2730
1	250	-0.22	K10	sample	sample	251770	278120	236090	251770	255326.666666667	0.983	0.969	0.895	-0.025	-0.046	-0.16	PPAT	5471
2	51	-0.23	C03	sample	sample	531380	413990	326210	413990	423860	1.09	0.968	0.896	0.122	-0.048	-0.158	GLUD1	2746
1	220	-0.26	J04	sample	sample	246640	244150	261740	246640	250843.333333333	0.963	0.85	0.992	-0.054	-0.234	-0.011	GLUD2	2747
2	233	-0.26	J17	sample	sample	468190	412020	351550	412020	410586.666666667	0.959	0.963	0.966	-0.061	-0.054	-0.05	NT5C2	22978
2	63	-0.27	C15	sample	sample	461200	444980	348340	444980	418173.333333333	0.944	1.04	0.957	-0.082	0.057	-0.063	NNMT	4837
1	208	-0.29	I16	sample	sample	245740	293160	203900	245740	247600	0.96	1.02	0.773	-0.06	0.03	-0.372	FASN	2194
2	39	-0.31	B15	sample	sample	472590	409370	327170	409370	403043.333333333	0.968	0.957	0.899	-0.047	-0.064	-0.154	ENTPD2	954
1	146	-0.33	G02	allstar	allstar	261420	273930	221440	261420	252263.333333333	1.02	0.954	0.839	0.03	-0.068	-0.252	NA	NA
2	202	-0.35	I10	sample	sample	468970	407180	342580	407180	406243.333333333	0.96	0.952	0.941	-0.058	-0.072	-0.087	ASS1	445
2	262	-0.35	K22	sample	sample	428050	407080	389990	407080	408373.333333333	0.877	0.951	1.07	-0.19	-0.072	0.1	SLC2A6	11182
1	40	-0.36	B16	sample	sample	226210	272830	303210	272830	267416.666666667	0.883	0.95	1.15	-0.179	-0.074	0.201	FASN	2194
1	68	-0.36	C20	sample	sample	234270	272750	248960	248960	251993.333333333	0.915	0.95	0.944	-0.129	-0.074	-0.083	PDE3B	5140
1	259	-0.37	K19	sample	sample	242910	316430	242530	242910	267290	0.948	1.1	0.919	-0.076	0.14	-0.121	SLC25A12	8604
1	253	-0.37	K13	sample	sample	304560	247880	248560	248560	267000	1.19	0.863	0.942	0.25	-0.212	-0.086	PSPH	5723
1	44	-0.39	B20	sample	sample	223040	271360	288430	271360	260943.333333333	0.871	0.945	1.09	-0.199	-0.081	0.129	GCLC	2729
2	36	-0.41	B12	sample	sample	460490	400090	358580	400090	406386.666666667	0.943	0.935	0.985	-0.085	-0.097	-0.021	CTPS1	1503
2	194	-0.41	I02	sicon2	sicon2	431600	403430	368210	403430	401080	0.884	0.943	1.01	-0.178	-0.085	0.017	NA	NA
2	243	-0.44	K03	sample	sample	456130	401540	351810	401540	403160	0.934	0.938	0.967	-0.098	-0.092	-0.049	PDE6A	5145
2	100	-0.45	E04	sample	sample	461920	392340	338810	392340	397690	0.946	0.917	0.931	-0.08	-0.125	-0.103	SLC36A4	120103
2	221	-0.45	J05	sample	sample	456640	414010	338650	414010	403100	0.935	0.968	0.931	-0.097	-0.048	-0.104	GLUL	2752
1	211	-0.46	I19	sample	sample	255540	268940	205990	255540	243490	0.998	0.937	0.781	-0.003	-0.094	-0.357	GART	2618
2	94	-0.47	D22	sample	sample	412240	406620	337660	406620	385506.666666667	0.844	0.95	0.928	-0.244	-0.074	-0.108	SLC2A6	11182
2	231	-0.48	J15	sample	sample	455450	382240	342520	382240	393403.333333333	0.933	0.893	0.941	-0.101	-0.163	-0.087	NNMT	4837
2	104	-0.48	E08	sample	sample	455290	401120	336400	401120	397603.333333333	0.932	0.937	0.924	-0.101	-0.093	-0.113	TXNRD1	7296
1	221	-0.52	J05	sample	sample	237460	291740	230820	237460	253340	0.927	1.02	0.875	-0.109	0.023	-0.193	GLUL	2752
2	53	-0.54	C05	sample	sample	451730	421500	331560	421500	401596.666666667	0.925	0.985	0.911	-0.112	-0.022	-0.134	GLUL	2752
2	57	-0.55	C09	sample	sample	433970	395640	334750	395640	388120	0.889	0.925	0.92	-0.17	-0.113	-0.12	GUCY2D	3000
2	220	-0.56	J04	sample	sample	450590	416580	324220	416580	397130	0.923	0.974	0.891	-0.116	-0.039	-0.167	GLUD2	2747
1	78	-0.57	D06	sample	sample	241590	264750	198590	241590	234976.666666667	0.943	0.922	0.753	-0.084	-0.117	-0.41	PDE8A	5151
1	272	-0.57	L08	sample	sample	279160	264720	233830	264720	259236.666666667	1.09	0.922	0.886	0.124	-0.117	-0.174	TXNRD1	7296
2	84	-0.58	D12	sample	sample	466520	393470	328510	393470	396166.666666667	0.955	0.92	0.903	-0.066	-0.121	-0.148	PRPS1	5631
1	103	-0.59	E07	sample	sample	235270	264680	224590	235270	241513.333333333	0.919	0.922	0.851	-0.122	-0.117	-0.232	SLC7A5	8140
1	273	-0.59	L09	sample	sample	259590	263940	234630	259590	252720	1.01	0.919	0.889	0.019	-0.121	-0.169	UAP1L1	91373
1	90	-0.59	D18	sample	sample	239740	263900	234930	239740	246190	0.936	0.919	0.891	-0.095	-0.122	-0.167	SLC1A5	6510
2	227	-0.59	J11	sample	sample	470420	372330	331260	372330	391336.666666667	0.963	0.87	0.91	-0.054	-0.201	-0.136	IMPDH1	3614
2	249	-0.61	K09	sample	sample	421760	392320	336640	392320	383573.333333333	0.864	0.917	0.925	-0.211	-0.125	-0.112	PFKP	5214
1	205	-0.61	I13	sample	sample	249230	262900	216670	249230	242933.333333333	0.973	0.916	0.821	-0.039	-0.127	-0.284	CTPS2	56474
2	103	-0.63	E07	sample	sample	420000	391040	331820	391040	380953.333333333	0.86	0.914	0.912	-0.217	-0.13	-0.133	SLC7A5	8140
1	233	-0.64	J17	sample	sample	202980	261940	250010	250010	238310	0.793	0.912	0.948	-0.335	-0.132	-0.077	NT5C2	22978
2	79	-0.65	D07	sample	sample	468410	389570	324740	389570	394240	0.959	0.91	0.892	-0.06	-0.135	-0.164	PDE9A	5152
2	251	-0.67	K11	sample	sample	473900	364900	327030	364900	388610	0.97	0.853	0.899	-0.043	-0.23	-0.154	PQLC2	54896
1	79	-0.68	D07	sample	sample	232240	259270	239400	239400	243636.666666667	0.907	0.903	0.908	-0.141	-0.147	-0.14	PDE9A	5152
1	222	-0.69	J06	sample	sample	262820	259950	235010	259950	252593.333333333	1.03	0.905	0.891	0.037	-0.143	-0.167	GMPS	8833
2	206	-0.7	I14	sample	sample	483620	346430	325720	346430	385256.666666667	0.99	0.81	0.895	-0.014	-0.305	-0.16	ENTPD1	953
2	266	-0.7	L02	sicon2	sicon2	440990	386280	390600	390600	405956.666666667	0.903	0.903	1.07	-0.147	-0.148	0.102	NA	NA
2	271	-0.72	L07	sample	sample	443300	385740	324020	385740	384353.333333333	0.908	0.902	0.89	-0.14	-0.15	-0.167	SLC7A5	8140
2	211	-0.73	I19	sample	sample	433430	427750	324000	427750	395060	0.888	1	0.89	-0.172	0	-0.168	GART	2618
1	246	-0.74	K06	sample	sample	216270	305440	234270	234270	251993.333333333	0.844	1.06	0.888	-0.244	0.089	-0.171	PDE8A	5151
1	229	-0.76	J13	sample	sample	229400	272770	230900	230900	244356.666666667	0.896	0.95	0.875	-0.159	-0.074	-0.192	NME1	4830
2	38	-0.81	B14	sample	sample	434440	379130	348360	379130	387310	0.89	0.886	0.957	-0.169	-0.175	-0.063	ENTPD1	953
2	253	-0.81	K13	sample	sample	437830	362750	319950	362750	373510	0.897	0.848	0.879	-0.157	-0.238	-0.186	PSPH	5723
1	224	-0.84	J08	sample	sample	234690	236530	230740	234690	233986.666666667	0.916	0.824	0.875	-0.126	-0.28	-0.193	GOT2	2806
1	201	-0.86	I09	sample	sample	220420	253920	234370	234370	236236.666666667	0.861	0.884	0.888	-0.217	-0.177	-0.171	ASNS	440
1	57	-0.86	C09	sample	sample	224550	270260	230120	230120	241643.333333333	0.877	0.941	0.872	-0.19	-0.087	-0.197	GUCY2D	3000
1	252	-0.87	K12	sample	sample	264060	253420	207930	253420	241803.333333333	1.03	0.883	0.788	0.044	-0.18	-0.343	PRPS1	5631
2	42	-0.91	B18	sample	sample	428110	349810	315990	349810	364636.666666667	0.877	0.818	0.868	-0.19	-0.291	-0.204	GAD1	2571
2	85	-0.91	D13	sample	sample	439460	370700	314730	370700	374963.333333333	0.9	0.866	0.865	-0.152	-0.207	-0.209	PSPH	5723
2	204	-0.98	I12	sample	sample	439820	311420	311200	311420	354146.666666667	0.901	0.728	0.855	-0.151	-0.458	-0.226	CTPS1	1503
1	255	-1	K15	sample	sample	253960	222160	225110	225110	233743.333333333	0.992	0.774	0.853	-0.012	-0.37	-0.229	SERINC1	57515
1	274	-1.02	L10	sample	sample	214340	248100	231740	231740	231393.333333333	0.837	0.864	0.879	-0.257	-0.211	-0.187	UCK1	83549
1	209	-1.03	I17	sample	sample	220500	285000	208310	220500	237936.666666667	0.861	0.993	0.79	-0.216	-0.011	-0.341	FHIT	2272
2	272	-1.04	L08	sample	sample	405780	368650	350610	368650	375013.333333333	0.831	0.862	0.963	-0.267	-0.215	-0.054	TXNRD1	7296
1	63	-1.08	C15	sample	sample	219030	250970	210980	219030	226993.333333333	0.855	0.874	0.8	-0.226	-0.194	-0.322	NNMT	4837
1	232	-1.12	J16	sample	sample	201140	244590	225970	225970	223900	0.785	0.852	0.857	-0.349	-0.231	-0.223	NPR1	4881
1	195	-1.2	I03	sample	sample	224450	224190	217930	224190	222190	0.876	0.781	0.826	-0.19	-0.357	-0.276	ACACA	31
1	249	-1.21	K09	sample	sample	261140	203900	217530	217530	227523.333333333	1.02	0.71	0.825	0.028	-0.494	-0.278	PFKP	5214
1	227	-1.22	J11	sample	sample	233330	227490	217290	227490	226036.666666667	0.911	0.792	0.824	-0.134	-0.336	-0.28	IMPDH1	3614
1	243	-1.22	K03	sample	sample	244790	220680	217270	220680	227580	0.956	0.769	0.824	-0.065	-0.38	-0.28	PDE6A	5145
2	225	-1.24	J09	sample	sample	456170	357970	294210	357970	369450	0.934	0.837	0.808	-0.098	-0.257	-0.307	GUCY2D	3000
1	258	-1.27	K18	sample	sample	208270	272810	215630	215630	232236.666666667	0.813	0.95	0.817	-0.298	-0.074	-0.291	SLC1A5	6510
1	34	-1.36	B10	sample	sample	204560	236390	276220	236390	239056.666666667	0.799	0.823	1.05	-0.324	-0.28	0.066	ASS1	445
1	207	-1.37	I15	sample	sample	234450	235970	209310	234450	226576.666666667	0.915	0.822	0.793	-0.127	-0.283	-0.334	ENTPD2	954
2	207	-1.38	I15	sample	sample	400170	347740	292120	347740	346676.666666667	0.819	0.813	0.803	-0.287	-0.299	-0.317	ENTPD2	954
1	36	-1.4	B12	sample	sample	177510	234730	213220	213220	208486.666666667	0.693	0.818	0.808	-0.529	-0.291	-0.307	CTPS1	1503
2	195	-1.42	I03	sample	sample	398650	349260	284920	349260	344276.666666667	0.816	0.816	0.783	-0.293	-0.293	-0.353	ACACA	31
1	42	-1.42	B18	sample	sample	157380	234310	219110	219110	203600	0.615	0.816	0.831	-0.703	-0.293	-0.268	GAD1	2571
2	210	-1.43	I18	sample	sample	386820	348680	304380	348680	346626.666666667	0.792	0.815	0.836	-0.336	-0.295	-0.258	GAD1	2571
1	202	-1.52	I10	sample	sample	211520	230920	198810	211520	213750	0.826	0.804	0.754	-0.276	-0.314	-0.408	ASS1	445
1	88	-1.57	D16	sample	sample	204040	199510	224150	204040	209233.333333333	0.797	0.695	0.85	-0.328	-0.525	-0.235	SERINC2	347735
1	257	-1.59	K17	sample	sample	201300	228640	234490	228640	221476.666666667	0.786	0.796	0.889	-0.347	-0.329	-0.17	SERINC3	10955
1	236	-1.63	J20	sample	sample	199110	229100	203300	203300	210503.333333333	0.777	0.798	0.771	-0.363	-0.326	-0.376	PDE3B	5140
2	102	-1.7	E06	sample	sample	371040	365600	277600	365600	338080	0.76	0.854	0.763	-0.396	-0.227	-0.391	SLC7A2	6542
2	247	-1.71	K07	sample	sample	381260	322450	315330	322450	339680	0.781	0.754	0.867	-0.357	-0.408	-0.207	PDE9A	5152
1	226	-1.78	J10	sample	sample	198110	230500	176810	198110	201806.666666667	0.774	0.803	0.67	-0.37	-0.317	-0.577	HPRT1	3251
1	225	-1.78	J09	sample	sample	258010	206190	198730	206190	220976.666666667	1.01	0.718	0.753	0.011	-0.478	-0.409	GUCY2D	3000
1	199	-1.83	I07	sample	sample	225690	213440	197190	213440	212106.666666667	0.881	0.743	0.748	-0.182	-0.428	-0.42	AK2	204
1	38	-1.9	B14	sample	sample	173390	218610	202620	202620	198206.666666667	0.677	0.761	0.768	-0.563	-0.393	-0.381	ENTPD1	953
1	256	-1.92	K16	sample	sample	193960	201340	195450	195450	196916.666666667	0.757	0.701	0.741	-0.401	-0.512	-0.433	SERINC2	347735
2	270	-1.96	L06	sample	sample	364380	322840	285500	322840	324240	0.746	0.755	0.785	-0.422	-0.406	-0.35	SLC7A2	6542
2	35	-2	B11	sample	sample	389770	317180	264560	317180	323836.666666667	0.798	0.741	0.727	-0.325	-0.432	-0.46	CAD	790
2	256	-2.02	K16	sample	sample	349850	320310	268110	320310	312756.666666667	0.716	0.749	0.737	-0.481	-0.418	-0.441	SERINC2	347735
1	247	-2.03	K07	sample	sample	223890	214590	145020	214590	194500	0.874	0.747	0.55	-0.194	-0.42	-0.863	PDE9A	5152
2	68	-2.04	C20	sample	sample	342720	319710	262840	319710	308423.333333333	0.702	0.747	0.722	-0.511	-0.42	-0.469	PDE3B	5140
1	210	-2.33	I18	sample	sample	168980	205670	189650	189650	188100	0.66	0.716	0.719	-0.6	-0.481	-0.476	GAD1	2571
2	88	-2.35	D16	sample	sample	334090	305600	255020	305600	298236.666666667	0.684	0.714	0.701	-0.548	-0.486	-0.513	SERINC2	347735
1	102	-2.37	E06	sample	sample	190900	182420	180720	182420	184680	0.745	0.635	0.685	-0.424	-0.654	-0.546	SLC7A2	6542
1	230	-2.54	J14	sample	sample	171380	199410	188450	188450	186413.333333333	0.669	0.695	0.714	-0.58	-0.526	-0.485	NME4	4833
1	251	-2.55	K11	sample	sample	216230	189980	175750	189980	193986.666666667	0.844	0.662	0.666	-0.244	-0.596	-0.586	PQLC2	54896
2	236	-2.97	J20	sample	sample	291240	279690	273610	279690	281513.333333333	0.596	0.654	0.752	-0.746	-0.613	-0.411	PDE3B	5140
1	231	-3.01	J15	sample	sample	173180	157880	163350	163350	164803.333333333	0.676	0.55	0.619	-0.564	-0.863	-0.691	NNMT	4837
1	206	-3.49	I14	sample	sample	208630	174010	143380	174010	175340	0.815	0.606	0.544	-0.296	-0.722	-0.88	ENTPD1	953
1	204	-3.69	I12	sample	sample	150150	149630	148120	149630	149300	0.586	0.521	0.562	-0.77	-0.94	-0.833	CTPS1	1503
1	270	-3.71	L06	sample	sample	149810	161810	164670	161810	158763.333333333	0.585	0.564	0.624	-0.774	-0.827	-0.68	SLC7A2	6542
2	275	-4.38	L11	sample	sample	259050	228480	204640	228480	230723.333333333	0.53	0.534	0.562	-0.915	-0.905	-0.83	UCP2	7351
2	203	-4.5	I11	sample	sample	275050	214340	177650	214340	222346.666666667	0.563	0.501	0.488	-0.828	-0.997	-1.035	CAD	790
1	35	-4.71	B11	sample	sample	129520	135450	164190	135450	143053.333333333	0.506	0.472	0.622	-0.984	-1.084	-0.684	CAD	790
2	107	-5.07	E11	sample	sample	234570	197870	191540	197870	207993.333333333	0.48	0.462	0.526	-1.058	-1.113	-0.926	UCP2	7351
2	267	-5.93	L03	sample	sample	183300	182920	169640	182920	178620	0.375	0.428	0.466	-1.414	-1.226	-1.101	SLC2A8	29988
1	267	-7.22	L03	sample	sample	116280	92180	83550	92180	97336.6666666667	0.454	0.321	0.317	-1.139	-1.639	-1.659	SLC2A8	29988
1	107	-7.74	E11	sample	sample	77260	103810	76860	77260	85976.6666666667	0.302	0.362	0.291	-1.729	-1.468	-1.779	UCP2	7351
2	99	-7.76	E03	sample	sample	158860	127900	132820	132820	139860	0.325	0.299	0.365	-1.62	-1.742	-1.454	SLC2A8	29988
1	99	-7.88	E03	sample	sample	81910	80770	77220	80770	79966.6666666667	0.32	0.281	0.293	-1.645	-1.83	-1.772	SLC2A8	29988
1	203	-8.01	I11	sample	sample	73540	91100	83210	83210	82616.6666666667	0.287	0.317	0.315	-1.8	-1.656	-1.665	CAD	790
1	275	-8.2	L11	sample	sample	86370	63940	71380	71380	73896.6666666667	0.337	0.223	0.271	-1.568	-2.167	-1.886	UCP2	7351
2	383	-12.45	P23	siplk1	siplk1	80590	62470	60250	62470	67770	0.165	0.146	0.166	-2.599	-2.776	-2.595	NA	NA
2	359	-13.8	O23	siplk1	siplk1	54830	59150	43380	54830	52453.3333333333	0.112	0.138	0.119	-3.155	-2.855	-3.068	NA	NA
2	335	-14.15	N23	siplk1	siplk1	45690	56250	51610	51610	51183.3333333333	0.0936	0.131	0.142	-3.418	-2.927	-2.818	NA	NA
2	362	-14.52	P02	siplk1	siplk1	66680	44260	35980	44260	48973.3333333333	0.137	0.103	0.0989	-2.872	-3.273	-3.338	NA	NA
2	311	-14.9	M23	siplk1	siplk1	53750	50510	49750	50510	51336.6666666667	0.11	0.118	0.137	-3.183	-3.083	-2.871	NA	NA
2	338	-14.94	O02	siplk1	siplk1	60270	36580	33700	36580	43516.6666666667	0.123	0.0855	0.0926	-3.018	-3.548	-3.433	NA	NA
2	290	-17.29	M02	siplk1	siplk1	36400	35880	28560	35880	33613.3333333333	0.0745	0.0839	0.0785	-3.746	-3.576	-3.672	NA	NA
1	383	-17.37	P23	siplk1	siplk1	14600	23800	21340	21340	19913.3333333333	0.057	0.0829	0.0809	-4.133	-3.593	-3.628	NA	NA
2	314	-17.61	N02	siplk1	siplk1	38200	33860	30400	33860	34153.3333333333	0.0782	0.0791	0.0835	-3.676	-3.66	-3.581	NA	NA
1	335	-18.12	N23	siplk1	siplk1	15580	21380	19380	19380	18780	0.0608	0.0745	0.0735	-4.039	-3.747	-3.767	NA	NA
1	359	-18.21	O23	siplk1	siplk1	16140	21100	16180	16180	17806.6666666667	0.063	0.0735	0.0613	-3.988	-3.766	-4.027	NA	NA
1	311	-18.3	M23	siplk1	siplk1	18140	18300	21360	18300	19266.6666666667	0.0708	0.0637	0.081	-3.82	-3.972	-3.626	NA	NA
1	362	-19.5	P02	siplk1	siplk1	15260	15200	12120	15200	14193.3333333333	0.0596	0.0529	0.0459	-4.069	-4.239	-4.444	NA	NA
1	290	-20.44	M02	siplk1	siplk1	13320	10940	12180	12180	12146.6666666667	0.052	0.0381	0.0462	-4.265	-4.714	-4.437	NA	NA
1	314	-20.8	N02	siplk1	siplk1	12640	12880	11220	12640	12246.6666666667	0.0494	0.0449	0.0425	-4.341	-4.478	-4.555	NA	NA
1	338	-21.48	O02	siplk1	siplk1	11460	11560	12180	11560	11733.3333333333	0.0447	0.0403	0.0462	-4.482	-4.634	-4.437	NA	NA
1	1	NA	A01	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	NA	A03	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	4	NA	A04	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	5	NA	A05	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	6	NA	A06	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	7	NA	A07	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	8	NA	A08	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	9	NA	A09	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	10	NA	A10	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	11	NA	A11	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	12	NA	A12	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	13	NA	A13	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	14	NA	A14	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	15	NA	A15	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	16	NA	A16	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	17	NA	A17	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	18	NA	A18	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	19	NA	A19	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	20	NA	A20	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	21	NA	A21	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	22	NA	A22	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	24	NA	A24	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	25	NA	B01	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	48	NA	B24	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	49	NA	C01	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	72	NA	C24	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	73	NA	D01	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	96	NA	D24	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	97	NA	E01	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	108	NA	E12	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	109	NA	E13	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	110	NA	E14	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	111	NA	E15	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	112	NA	E16	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	113	NA	E17	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	114	NA	E18	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	115	NA	E19	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	116	NA	E20	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	117	NA	E21	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	118	NA	E22	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	120	NA	E24	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	121	NA	F01	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	123	NA	F03	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	124	NA	F04	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	125	NA	F05	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	126	NA	F06	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	127	NA	F07	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	128	NA	F08	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	129	NA	F09	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	130	NA	F10	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	131	NA	F11	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	132	NA	F12	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	133	NA	F13	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	134	NA	F14	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	135	NA	F15	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	136	NA	F16	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	137	NA	F17	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	138	NA	F18	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	139	NA	F19	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	140	NA	F20	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	141	NA	F21	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	142	NA	F22	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	144	NA	F24	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	145	NA	G01	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	147	NA	G03	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	148	NA	G04	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	149	NA	G05	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	150	NA	G06	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	151	NA	G07	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	152	NA	G08	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	153	NA	G09	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
